11	R	9992
11	J	10007
10	R	10007
10	J	10022
9	R	10022
9	J	10037
14	R	10037
14	J	10052
13	R	10052
13	J	10067
12	R	10067
12	J	10082
11	R	10082
11	J	10097
10	R	10097
10	J	10112
9	R	10112
9	J	10127
14	R	10127
14	J	10142
13	R	10142
13	J	10157
12	R	10157
12	J	10172
11	R	10172
11	J	10187
10	R	10187
10	J	10202
9	R	10202
9	J	10217
14	R	10217
14	J	10232
13	R	10232
13	J	10247
12	R	10247
12	J	10262
11	R	10262
11	J	10277
10	R	10277
10	J	10292
9	R	10292
9	J	10307
14	R	10307
14	J	10322
13	R	10322
13	J	10337
12	R	10337
12	J	10352
11	R	10352
11	J	10367
10	R	10367
10	J	10382
9	R	10382
9	J	10397
14	R	10397
14	J	10412
13	R	10412
13	J	10427
12	R	10427
12	J	10442
11	R	10442
11	J	10457
10	R	10457
10	J	10472
9	R	10472
9	J	10487
14	R	10487
14	J	10502
13	R	10502
13	J	10517
12	R	10517
12	J	10532
11	R	10532
11	J	10547
10	R	10547
10	J	10562
9	R	10562
9	J	10577
14	R	10577
14	J	10592
13	R	10592
13	J	10607
12	R	10607
12	J	10622
11	R	10622
11	J	10637
10	R	10637
10	J	10652
9	R	10652
9	J	10667
14	R	10667
14	J	10682
13	R	10682
13	J	10697
12	R	10697
12	J	10712
11	R	10712
11	J	10727
10	R	10727
10	W	10732
9	R	10732
9	J	10747
14	R	10747
14	J	10762
13	R	10762
13	J	10777
12	R	10777
12	J	10792
11	R	10792
11	J	10807
9	R	10807
9	J	10822
14	R	10822
10	J	10837
14	J	10837
10	R	10837
10	W	10837
13	R	10837
13	J	10852
12	R	10852
12	J	10867
11	R	10867
11	J	10882
9	R	10882
9	J	10897
14	R	10897
14	J	10912
13	R	10912
13	J	10927
12	R	10927
10	J	10942
12	J	10942
10	R	10942
10	W	10942
11	R	10942
11	J	10957
9	R	10957
9	J	10972
14	R	10972
14	J	10987
13	R	10987
13	J	11002
12	R	11002
12	J	11017
11	R	11017
11	J	11032
9	R	11032
10	J	11047
9	J	11047
10	R	11047
10	W	11047
14	R	11047
14	J	11062
13	R	11062
13	J	11077
12	R	11077
12	J	11092
11	R	11092
11	J	11107
9	R	11107
9	J	11122
14	R	11122
14	J	11137
13	R	11137
10	J	11152
13	J	11152
10	R	11152
10	W	11152
12	R	11152
12	J	11167
11	R	11167
11	J	11182
9	R	11182
9	J	11197
14	R	11197
14	J	11212
13	R	11212
13	J	11227
12	R	11227
12	J	11242
11	R	11242
10	J	11257
11	J	11257
10	R	11257
10	W	11257
9	R	11257
9	J	11272
14	R	11272
14	J	11287
13	R	11287
13	J	11302
12	R	11302
12	J	11317
11	R	11317
11	J	11332
9	R	11332
9	J	11347
14	R	11347
10	J	11362
14	J	11362
10	R	11362
10	W	11362
13	R	11362
13	J	11377
12	R	11377
12	J	11392
11	R	11392
11	J	11407
9	R	11407
9	J	11422
14	R	11422
14	J	11437
13	R	11437
13	J	11452
12	R	11452
10	J	11467
12	J	11467
10	R	11467
10	W	11467
11	R	11467
11	J	11482
9	R	11482
9	J	11497
14	R	11497
14	J	11512
13	R	11512
13	J	11527
12	R	11527
12	J	11542
11	R	11542
11	J	11557
9	R	11557
10	J	11572
9	J	11572
10	R	11572
10	E	11572
8	J	11572
8	R	11572
8	W	11572
14	R	11572
14	J	11587
13	R	11587
13	J	11602
12	R	11602
12	J	11617
11	R	11617
11	J	11632
9	R	11632
9	J	11647
14	R	11647
14	J	11662
13	R	11662
13	J	11677
12	R	11677
12	J	11692
11	R	11692
11	W	11702
9	R	11702
9	J	11717
14	R	11717
14	J	11732
13	R	11732
13	J	11747
12	R	11747
12	J	11762
9	R	11762
9	J	11777
14	R	11777
14	J	11792
13	R	11792
11	J	11807
13	J	11807
11	R	11807
11	W	11807
12	R	11807
12	J	11822
9	R	11822
9	J	11837
14	R	11837
14	J	11852
13	R	11852
13	J	11867
12	R	11867
12	J	11882
9	R	11882
9	J	11897
14	R	11897
11	J	11912
14	J	11912
11	R	11912
11	W	11912
13	R	11912
13	J	11927
12	R	11927
12	J	11942
9	R	11942
9	J	11957
14	R	11957
14	J	11972
13	R	11972
13	J	11987
12	R	11987
12	J	12002
9	R	12002
11	J	12017
9	J	12017
11	R	12017
11	W	12017
14	R	12017
14	J	12032
13	R	12032
13	J	12047
12	R	12047
12	J	12062
9	R	12062
9	J	12077
14	R	12077
14	J	12092
13	R	12092
13	J	12107
12	R	12107
11	J	12122
12	J	12122
11	R	12122
11	W	12122
9	R	12122
9	J	12137
14	R	12137
14	J	12152
13	R	12152
13	J	12167
12	R	12167
12	J	12182
9	R	12182
9	J	12197
14	R	12197
14	J	12212
13	R	12212
11	J	12227
13	J	12227
11	R	12227
11	W	12227
12	R	12227
12	J	12242
9	R	12242
9	J	12257
14	R	12257
14	J	12272
13	R	12272
13	J	12287
12	R	12287
12	J	12302
9	R	12302
9	J	12317
14	R	12317
11	J	12332
14	J	12332
11	R	12332
11	E	12332
8	J	12332
8	R	12332
8	W	12332
13	R	12332
13	J	12347
12	R	12347
12	J	12362
9	R	12362
9	J	12377
14	R	12377
14	J	12392
13	R	12392
13	J	12407
12	R	12407
12	J	12422
9	R	12422
9	J	12437
14	R	12437
14	J	12452
13	R	12452
13	J	12467
12	R	12467
12	J	12482
9	R	12482
9	J	12497
14	R	12497
14	J	12512
13	R	12512
13	J	12527
12	R	12527
12	W	12527
9	R	12527
9	J	12542
14	R	12542
14	J	12557
13	R	12557
13	J	12572
9	R	12572
9	J	12587
14	R	12587
14	J	12602
13	R	12602
13	J	12617
9	R	12617
12	J	12632
9	J	12632
12	R	12632
12	W	12632
14	R	12632
14	J	12647
13	R	12647
13	J	12662
9	R	12662
9	J	12677
14	R	12677
14	J	12692
13	R	12692
13	J	12707
9	R	12707
9	J	12722
14	R	12722
12	J	12737
14	J	12737
12	R	12737
12	W	12737
13	R	12737
13	J	12752
9	R	12752
9	J	12767
14	R	12767
14	J	12782
13	R	12782
13	J	12797
9	R	12797
9	J	12812
14	R	12812
14	J	12827
13	R	12827
12	J	12842
13	J	12842
12	R	12842
12	W	12842
9	R	12842
9	J	12857
14	R	12857
14	J	12872
13	R	12872
13	J	12887
9	R	12887
9	J	12902
14	R	12902
14	J	12917
13	R	12917
13	J	12932
9	R	12932
12	J	12947
9	J	12947
12	R	12947
12	E	12947
8	J	12947
8	R	12947
8	W	12947
14	R	12947
14	J	12962
13	R	12962
13	J	12977
9	R	12977
9	J	12992
14	R	12992
14	J	13007
13	R	13007
13	J	13022
9	R	13022
9	J	13037
14	R	13037
14	J	13052
13	R	13052
13	J	13067
9	R	13067
9	J	13082
14	R	13082
14	J	13097
13	R	13097
13	W	13102
9	R	13102
9	J	13117
14	R	13117
14	J	13132
9	R	13132
9	J	13147
14	R	13147
14	J	13162
9	R	13162
9	J	13177
14	R	13177
14	J	13192
9	R	13192
13	J	13207
9	J	13207
13	R	13207
13	W	13207
14	R	13207
14	J	13222
9	R	13222
9	J	13237
14	R	13237
14	J	13252
9	R	13252
9	J	13267
14	R	13267
14	J	13282
9	R	13282
9	J	13297
14	R	13297
13	J	13312
14	J	13312
13	R	13312
13	E	13312
8	J	13312
8	R	13312
8	W	13312
9	R	13312
9	J	13327
14	R	13327
14	J	13342
9	R	13342
9	J	13357
14	R	13357
14	J	13372
9	R	13372
9	J	13387
14	R	13387
14	J	13402
9	R	13402
9	J	13417
14	R	13417
14	J	13432
9	R	13432
9	J	13447
14	R	13447
14	J	13462
9	R	13462
9	J	13477
14	R	13477
14	E	13488
8	J	13488
8	R	13488
8	W	13488
9	R	13488
9	E	13498
8	J	13498
8	R	13498
8	E	13499
4	J	13499
4	R	13499
15	N	13499
15	J	13500
4	W	13500
15	R	13500
4	J	13502
15	E	13503
4	R	13503
4	W	13503
0	R	13503
4	J	15848
4	R	15848
4	W	15848
0	R	15848
4	J	15894
4	R	15894
4	W	15894
0	R	15894
4	J	16127
4	R	16127
4	W	16127
0	R	16127
4	J	16175
4	R	16175
4	W	16175
0	R	16175
4	J	16438
4	R	16438
4	W	16438
0	R	16438
4	J	16494
4	R	16494
4	W	16494
0	R	16494
4	J	16631
4	R	16631
4	W	16631
0	R	16631
4	J	16692
4	R	16692
4	W	16692
0	R	16692
4	J	17311
4	R	17311
16	N	17312
16	J	17313
4	W	17313
16	R	17313
